Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
Id,Year,Id,Sex,Id,Hispanic Origin,Id,Id2,Geography,Total,Race Alone - White,Race Alone - Black or African American,Race Alone - American Indian and Alaska Native,Race Alone - Asian,Race Alone - Native Hawaiian and Other Pacific Islander,Two or More Races
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0100000US,,United States,24858794,21936806,1191984,702309,249346,85203,693146
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0100000US,,United States,132105418,100301335,19853611,1147502,7691693,246518,2864759
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0100000US,,United States,156964212,122238141,21045595,1849811,7941039,331721,3557905
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0100000US,,United States,25618800,22681299,1136129,773939,248654,92206,686573
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0100000US,,United States,126162526,97017621,18068911,1115756,6969823,250698,2739717
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0100000US,,United States,151781326,119698920,19205040,1889695,7218477,342904,3426290
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50477594,44618105,2328113,1476248,498000,177409,1379719
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258267944,197318956,37922522,2263258,14661516,497216,5604476
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308745538,241937061,40250635,3739506,15159516,674625,6984195
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0100000US,,United States,24859010,21936988,1192006,702315,249346,85203,693152
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0100000US,,United States,132110318,100305067,19854674,1147525,7691732,246524,2864796
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0100000US,,United States,156969328,122242055,21046680,1849840,7941078,331727,3557948
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0100000US,,United States,25619601,22682009,1136190,773950,248658,92208,686586
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0100000US,,United States,126169176,97021367,18071580,1115817,6969907,250709,2739796
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0100000US,,United States,151788777,119703376,19207770,1889767,7218565,342917,3426382
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50478611,44618997,2328196,1476265,498004,177411,1379738
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258279494,197326434,37926254,2263342,14661639,497233,5604592
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308758105,241945431,40254450,3739607,15159643,674644,6984330
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0100000US,,United States,25002708,22061398,1199381,706000,250750,85655,699524
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0100000US,,United States,132256742,100326704,19898392,1150320,7747458,247829,2886039
est72010,"July 1, 2010",female,Female,tothisp,Total,0100000US,,United States,157259450,122388102,21097773,1856320,7998208,333484,3585563
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0100000US,,United States,25751361,22794131,1143672,777736,250067,92672,693083
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0100000US,,United States,126337382,97067615,18117069,1118359,7020563,252055,2761721
est72010,"July 1, 2010",male,Male,tothisp,Total,0100000US,,United States,152088743,119861746,19260741,1896095,7270630,344727,3454804
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50754069,44855529,2343053,1483736,500817,178327,1392607
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258594124,197394319,38015461,2268679,14768021,499884,5647760
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0100000US,,United States,309348193,242249848,40358514,3752415,15268838,678211,7040367
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0100000US,,United States,25596508,22572096,1232884,720984,256788,87656,726100
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0100000US,,United States,132803490,100345313,20085989,1160940,7984683,253079,2973486
est72011,"July 1, 2011",female,Female,tothisp,Total,0100000US,,United States,158399998,122917409,21318873,1881924,8241471,340735,3699586
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0100000US,,United States,26309845,23269675,1177606,792104,255973,94767,719720
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0100000US,,United States,126953515,97173713,18307769,1128338,7233286,257489,2852920
est72011,"July 1, 2011",male,Male,tothisp,Total,0100000US,,United States,153263360,120443388,19485375,1920442,7489259,352256,3572640
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,51906353,45841771,2410490,1513088,512761,182423,1445820
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,259757005,197519026,38393758,2289278,15217969,510568,5826406
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0100000US,,United States,311663358,243360797,40804248,3802366,15730730,692991,7272226
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0100000US,,United States,26159000,23050447,1267083,736425,263071,89759,752215
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0100000US,,United States,133372199,100376146,20273683,1171766,8229384,258682,3062538
est72012,"July 1, 2012",female,Female,tothisp,Total,0100000US,,United States,159531199,123426593,21540766,1908191,8492455,348441,3814753
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0100000US,,United States,26834496,23708718,1213110,807355,262125,97015,746173
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0100000US,,United States,127632684,97324963,18502593,1139008,7457658,262841,2945621
est72012,"July 1, 2012",male,Male,tothisp,Total,0100000US,,United States,154467180,121033681,19715703,1946363,7719783,359856,3691794
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,52993496,46759165,2480193,1543780,525196,186774,1498388
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,261004883,197701109,38776276,2310774,15687042,521523,6008159
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0100000US,,United States,313998379,244460274,41256469,3854554,16212238,708297,7506547
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0100000US,,United States,26716273,23523432,1301485,751428,269530,91893,778505
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0100000US,,United States,133899071,100366851,20452385,1182081,8481063,264207,3152484
est72013,"July 1, 2013",female,Female,tothisp,Total,0100000US,,United States,160615344,123890283,21753870,1933509,8750593,356100,3930989
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0100000US,,United States,27347876,24137334,1248313,821901,268206,99106,773016
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0100000US,,United States,128241688,97410603,18683603,1149105,7689407,268910,3040060
est72013,"July 1, 2013",male,Male,tothisp,Total,0100000US,,United States,155589564,121547937,19931916,1971006,7957613,368016,3813076
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,54064149,47660766,2549798,1573329,537736,190999,1551521
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,262140759,197777454,39135988,2331186,16170470,533117,6192544
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0100000US,,United States,316204908,245438220,41685786,3904515,16708206,724116,7744065
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0100000US,,United States,27292170,24011581,1337751,767050,276095,94037,805656
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0100000US,,United States,134491224,100395333,20638041,1192287,8750937,269882,3244744
est72014,"July 1, 2014",female,Female,tothisp,Total,0100000US,,United States,161783394,124406914,21975792,1959337,9027032,363919,4050400
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0100000US,,United States,27897792,24598006,1285743,837312,274534,101290,800907
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0100000US,,United States,128882270,97507003,18869872,1158782,7935942,274367,3136304
est72014,"July 1, 2014",male,Male,tothisp,Total,0100000US,,United States,156780062,122105009,20155615,1996094,8210476,375657,3937211
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,55189962,48609587,2623494,1604362,550629,195327,1606563
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,263373494,197902336,39507913,2351069,16686879,544249,6381048
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0100000US,,United States,318563456,246511923,42131407,3955431,17237508,739576,7987611
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0100000US,,United States,27878237,24508602,1374219,783096,282913,96287,833120
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0100000US,,United States,135058346,100391715,20822584,1201921,9029170,275731,3337225
est72015,"July 1, 2015",female,Female,tothisp,Total,0100000US,,United States,162936583,124900317,22196803,1985017,9312083,372018,4170345
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0100000US,,United States,28460284,25070003,1323501,852921,281034,103576,829249
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0100000US,,United States,129499751,97572687,19054174,1167707,8191430,280219,3233534
est72015,"July 1, 2015",male,Male,tothisp,Total,0100000US,,United States,157960035,122642690,20377675,2020628,8472464,383795,4062783
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,56338521,49578605,2697720,1636017,563947,199863,1662369
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,264558097,197964402,39876758,2369628,17220600,555950,6570759
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0100000US,,United States,320896618,247543007,42574478,4005645,17784547,755813,8233128
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0100000US,,United States,28454666,24997176,1410358,798772,289585,98476,860299
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0100000US,,United States,135593924,100371133,20998324,1211192,9301339,281476,3430460
est72016,"July 1, 2016",female,Female,tothisp,Total,0100000US,,United States,164048590,125368309,22408682,2009964,9590924,379952,4290759
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0100000US,,United States,29015621,25535748,1361097,868456,287480,105791,857049
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0100000US,,United States,130063302,97598475,19230912,1176229,8440118,285732,3331836
est72016,"July 1, 2016",male,Male,tothisp,Total,0100000US,,United States,159078923,123134223,20592009,2044685,8727598,391523,4188885
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,57470287,50532924,2771455,1667228,577065,204267,1717348
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,265657226,197969608,40229236,2387421,17741457,567208,6762296
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0100000US,,United States,323127513,248502532,43000691,4054649,18318522,771475,8479644
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81819,68103,6076,2881,720,1269,2770
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377729,1638923,666284,13229,28279,970,30044
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US01,01,Alabama,2459548,1707026,672360,16110,28999,2239,32814
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103783,86809,6897,3983,945,1916,3233
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216405,1569042,579967,12810,25296,1053,28237
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US01,01,Alabama,2320188,1655851,586864,16793,26241,2969,31470
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185602,154912,12973,6864,1665,3185,6003
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594134,3207965,1246251,26039,53575,2023,58281
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4779736,3362877,1259224,32903,55240,5208,64284
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81820,68104,6076,2881,720,1269,2770
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377832,1639004,666306,13229,28279,970,30044
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US01,01,Alabama,2459652,1707108,672382,16110,28999,2239,32814
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103788,86812,6899,3983,945,1916,3233
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216691,1569175,580120,12810,25296,1053,28237
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US01,01,Alabama,2320479,1655987,587019,16793,26241,2969,31470
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185608,154916,12975,6864,1665,3185,6003
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594523,3208179,1246426,26039,53575,2023,58281
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4780131,3363095,1259401,32903,55240,5208,64284
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US01,01,Alabama,82503,68838,6089,2823,704,1247,2802
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2379787,1639529,667151,13269,28548,978,30312
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US01,01,Alabama,2462290,1708367,673240,16092,29252,2225,33114
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103954,87069,6886,3923,931,1887,3258
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2219248,1570122,581131,12866,25556,1049,28524
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US01,01,Alabama,2323202,1657191,588017,16789,26487,2936,31782
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,186457,155907,12975,6746,1635,3134,6060
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4599035,3209651,1248282,26135,54104,2027,58836
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4785492,3365558,1261257,32881,55739,5161,64896
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US01,01,Alabama,85123,71383,6192,2807,688,1209,2844
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2385872,1639619,670723,13317,29692,982,31539
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US01,01,Alabama,2470995,1711002,676915,16124,30380,2191,34383
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104514,87806,6914,3794,904,1767,3329
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2224409,1570911,583422,12908,26253,1069,29846
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US01,01,Alabama,2328923,1658717,590336,16702,27157,2836,33175
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,189637,159189,13106,6601,1592,2976,6173
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4610281,3210530,1254145,26225,55945,2051,61385
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4799918,3369719,1267251,32826,57537,5027,67558
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US01,01,Alabama,86504,72636,6381,2800,635,1139,2913
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2393110,1640427,674428,13368,31084,1045,32758
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US01,01,Alabama,2479614,1713063,680809,16168,31719,2184,35671
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104066,87401,7076,3748,798,1677,3366
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2232280,1571975,587549,12950,27398,1119,31289
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US01,01,Alabama,2336346,1659376,594625,16698,28196,2796,34655
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,190570,160037,13457,6548,1433,2816,6279
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4625390,3212402,1261977,26318,58482,2164,64047
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4815960,3372439,1275434,32866,59915,4980,70326
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US01,01,Alabama,88338,74232,6532,2787,639,1098,3050
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2398791,1639754,678302,13465,32204,1097,33969
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US01,01,Alabama,2487129,1713986,684834,16252,32843,2195,37019
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104062,87482,7117,3617,801,1569,3476
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2238288,1571747,591821,13033,28230,1144,32313
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US01,01,Alabama,2342350,1659229,598938,16650,29031,2713,35789
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,192400,161714,13649,6404,1440,2667,6526
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4637079,3211501,1270123,26498,60434,2241,66282
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4829479,3373215,1283772,32902,61874,4908,72808
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US01,01,Alabama,90287,75988,6688,2760,664,1096,3091
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2404894,1639576,681950,13598,33489,1106,35175
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US01,01,Alabama,2495181,1715564,688638,16358,34153,2202,38266
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US01,01,Alabama,105098,88396,7300,3609,792,1549,3452
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2242935,1571345,594676,13155,29201,1147,33411
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US01,01,Alabama,2348033,1659741,601976,16764,29993,2696,36863
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,195385,164384,13988,6369,1456,2645,6543
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4647829,3210921,1276626,26753,62690,2253,68586
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4843214,3375305,1290614,33122,64146,4898,75129
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0400000US01,01,Alabama,92587,77635,7014,2861,729,1131,3217
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2408814,1637537,685401,13720,34739,1161,36256
est72015,"July 1, 2015",female,Female,tothisp,Total,0400000US01,01,Alabama,2501401,1715172,692415,16581,35468,2292,39473
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0400000US01,01,Alabama,106859,89650,7642,3703,850,1515,3499
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2245615,1568480,597903,13289,30317,1171,34455
est72015,"July 1, 2015",male,Male,tothisp,Total,0400000US01,01,Alabama,2352474,1658130,605545,16992,31167,2686,37954
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,199446,167285,14656,6564,1579,2646,6716
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4654429,3206017,1283304,27009,65056,2332,70711
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4853875,3373302,1297960,33573,66635,4978,77427
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0400000US01,01,Alabama,95153,79631,7298,2950,750,1173,3351
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2412561,1636109,688375,13798,35964,1171,37144
est72016,"July 1, 2016",female,Female,tothisp,Total,0400000US01,01,Alabama,2507714,1715740,695673,16748,36714,2344,40495
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0400000US01,01,Alabama,108692,90956,7935,3805,840,1541,3615
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2246894,1565828,599908,13379,31310,1183,35286
est72016,"July 1, 2016",male,Male,tothisp,Total,0400000US01,01,Alabama,2355586,1656784,607843,17184,32150,2724,38901
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,203845,170587,15233,6755,1590,2714,6966
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4659455,3201937,1288283,27177,67274,2354,72430
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4863300,3372524,1303516,33932,68864,5068,79396
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321482,214865,9811,50882,20114,3543,22267
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US02,02,Alaska,340603,228288,10972,52540,20625,3752,24426
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20128,14056,1123,1863,624,180,2282
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349500,241529,12346,51865,17633,3730,22397
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US02,02,Alaska,369628,255585,13469,53728,18257,3910,24679
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39249,27479,2284,3521,1135,389,4441
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670982,456394,22157,102747,37747,7273,44664
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710231,483873,24441,106268,38882,7662,49105
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321486,214866,9811,50884,20115,3543,22267
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US02,02,Alaska,340607,228289,10972,52542,20626,3752,24426
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20131,14059,1123,1863,624,180,2282
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349511,241535,12347,51866,17635,3730,22398
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US02,02,Alaska,369642,255594,13470,53729,18259,3910,24680
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39252,27482,2284,3521,1135,389,4441
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670997,456401,22158,102750,37750,7273,44665
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710249,483883,24442,106271,38885,7662,49106
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19470,13651,1167,1716,523,209,2204
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,322892,215621,9861,51043,20320,3593,22454
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US02,02,Alaska,342362,229272,11028,52759,20843,3802,24658
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20557,14358,1144,1932,636,185,2302
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,351112,242376,12470,52011,17869,3779,22607
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US02,02,Alaska,371669,256734,13614,53943,18505,3964,24909
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,40027,28009,2311,3648,1159,394,4506
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,674004,457997,22331,103054,38189,7372,45061
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,714031,486006,24642,106702,39348,7766,49567
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US02,02,Alaska,20441,14389,1184,1847,546,220,2255
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,326353,217043,10154,51598,20978,3763,22817
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US02,02,Alaska,346794,231432,11338,53445,21524,3983,25072
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US02,02,Alaska,21751,15156,1206,2103,665,204,2417
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,354168,243288,12902,52526,18539,3933,22980
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US02,02,Alaska,375919,258444,14108,54629,19204,4137,25397
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,42192,29545,2390,3950,1211,424,4672
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,680521,460331,23056,104124,39517,7696,45797
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,722713,489876,25446,108074,40728,8120,50469
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US02,02,Alaska,21889,15434,1272,2060,570,214,2339
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,328322,217081,10556,51903,21622,4048,23112
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US02,02,Alaska,350211,232515,11828,53963,22192,4262,25451
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US02,02,Alaska,23663,16665,1290,2280,697,212,2519
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,357215,244080,13631,52861,19289,4182,23172
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US02,02,Alaska,380878,260745,14921,55141,19986,4394,25691
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,45552,32099,2562,4340,1267,426,4858
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,685537,461161,24187,104764,40911,8230,46284
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,731089,493260,26749,109104,42178,8656,51142
